ID,종목코드,종목명,일시,시가,고가,저가,종가,거래량,생성일시
1745,005930,삼성전자,2026-02-20T11:16:00,,,,189300,10556103,2026-02-23 10:18:37
1746,005930,삼성전자,2026-02-20T11:17:00,,,,189200,10583258,2026-02-23 10:18:37
1747,005930,삼성전자,2026-02-20T11:18:00,,,,189300,10616909,2026-02-23 10:18:37
1748,005930,삼성전자,2026-02-20T11:19:00,,,,189300,10652975,2026-02-23 10:18:37
1749,005930,삼성전자,2026-02-20T11:20:00,,,,189300,10676012,2026-02-23 10:18:37
1750,005930,삼성전자,2026-02-20T11:21:00,,,,189300,10712239,2026-02-23 10:18:37
1751,005930,삼성전자,2026-02-20T11:22:00,,,,189400,10756192,2026-02-23 10:18:37
1752,005930,삼성전자,2026-02-20T11:23:00,,,,189400,10770269,2026-02-23 10:18:37
1753,005930,삼성전자,2026-02-20T11:24:00,,,,189400,10788609,2026-02-23 10:18:37
1754,005930,삼성전자,2026-02-20T11:25:00,,,,189400,10808486,2026-02-23 10:18:37
1755,005930,삼성전자,2026-02-20T11:26:00,,,,189400,10848578,2026-02-23 10:18:37
1756,005930,삼성전자,2026-02-20T11:27:00,,,,189600,10892710,2026-02-23 10:18:37
1757,005930,삼성전자,2026-02-20T11:28:00,,,,189600,10926809,2026-02-23 10:18:37
1758,005930,삼성전자,2026-02-20T11:29:00,,,,189700,10952086,2026-02-23 10:18:37
1759,005930,삼성전자,2026-02-20T11:30:00,,,,189750,10979788,2026-02-23 10:18:37
1760,005930,삼성전자,2026-02-20T11:31:00,,,,189800,11010671,2026-02-23 10:18:37
1761,005930,삼성전자,2026-02-20T11:32:00,,,,189700,11039744,2026-02-23 10:18:37
1762,005930,삼성전자,2026-02-20T11:33:00,,,,189700,11054878,2026-02-23 10:18:37
1763,005930,삼성전자,2026-02-20T11:34:00,,,,189700,11073701,2026-02-23 10:18:37
1764,005930,삼성전자,2026-02-20T11:35:00,,,,189600,11114944,2026-02-23 10:18:37
1765,005930,삼성전자,2026-02-20T11:36:00,,,,189600,11139323,2026-02-23 10:18:37
1766,005930,삼성전자,2026-02-20T11:37:00,,,,189500,11184899,2026-02-23 10:18:37
1767,005930,삼성전자,2026-02-20T11:38:00,,,,189550,11222049,2026-02-23 10:18:37
1768,005930,삼성전자,2026-02-20T11:39:00,,,,189600,11249569,2026-02-23 10:18:37
1769,005930,삼성전자,2026-02-20T11:40:00,,,,189500,11261759,2026-02-23 10:18:37
1770,005930,삼성전자,2026-02-20T11:41:00,,,,189600,11286322,2026-02-23 10:18:37
1771,005930,삼성전자,2026-02-20T11:42:00,,,,189600,11331249,2026-02-23 10:18:37
1772,005930,삼성전자,2026-02-20T11:43:00,,,,189600,11375066,2026-02-23 10:18:37
1773,005930,삼성전자,2026-02-20T11:44:00,,,,189600,11380277,2026-02-23 10:18:37
1774,005930,삼성전자,2026-02-20T11:45:00,,,,189500,11413483,2026-02-23 10:18:37
1775,005930,삼성전자,2026-02-20T11:46:00,,,,189500,11440770,2026-02-23 10:18:37
1776,005930,삼성전자,2026-02-20T11:47:00,,,,189400,11452441,2026-02-23 10:18:37
1777,005930,삼성전자,2026-02-20T11:48:00,,,,189500,11469665,2026-02-23 10:18:37
1778,005930,삼성전자,2026-02-20T11:49:00,,,,189400,11480925,2026-02-23 10:18:37
1779,005930,삼성전자,2026-02-20T11:50:00,,,,189500,11541995,2026-02-23 10:18:37
1780,005930,삼성전자,2026-02-20T11:51:00,,,,189550,11565816,2026-02-23 10:18:37
1781,005930,삼성전자,2026-02-20T11:52:00,,,,189700,11597513,2026-02-23 10:18:37
1782,005930,삼성전자,2026-02-20T11:53:00,,,,189700,11607037,2026-02-23 10:18:37
1783,005930,삼성전자,2026-02-20T11:54:00,,,,189600,11635652,2026-02-23 10:18:37
1784,005930,삼성전자,2026-02-20T11:55:00,,,,189700,11649471,2026-02-23 10:18:37
1785,005930,삼성전자,2026-02-20T11:56:00,,,,189700,11662550,2026-02-23 10:18:37
1786,005930,삼성전자,2026-02-20T11:57:00,,,,189700,11680529,2026-02-23 10:18:37
1787,005930,삼성전자,2026-02-20T11:58:00,,,,189600,11725365,2026-02-23 10:18:37
1788,005930,삼성전자,2026-02-20T11:59:00,,,,189500,11765534,2026-02-23 10:18:37
1789,005930,삼성전자,2026-02-20T12:00:00,,,,189600,11798208,2026-02-23 10:18:37
1790,005930,삼성전자,2026-02-20T12:01:00,,,,189500,11870759,2026-02-23 10:18:37
1791,005930,삼성전자,2026-02-20T12:02:00,,,,189500,11879966,2026-02-23 10:18:37
1792,005930,삼성전자,2026-02-20T12:03:00,,,,189500,11913425,2026-02-23 10:18:37
1793,005930,삼성전자,2026-02-20T12:04:00,,,,189450,11925230,2026-02-23 10:18:37
1794,005930,삼성전자,2026-02-20T12:05:00,,,,189400,11937453,2026-02-23 10:18:37
1795,005930,삼성전자,2026-02-20T12:06:00,,,,189400,11982333,2026-02-23 10:18:37
1796,005930,삼성전자,2026-02-20T12:07:00,,,,189200,12029186,2026-02-23 10:18:37
1797,005930,삼성전자,2026-02-20T12:08:00,,,,189300,12051015,2026-02-23 10:18:37
1798,005930,삼성전자,2026-02-20T12:09:00,,,,189300,12077231,2026-02-23 10:18:37
1799,005930,삼성전자,2026-02-20T12:10:00,,,,189400,12130608,2026-02-23 10:18:37
1800,005930,삼성전자,2026-02-20T12:11:00,,,,189300,12166105,2026-02-23 10:18:37
1801,005930,삼성전자,2026-02-20T12:12:00,,,,189200,12187341,2026-02-23 10:18:37
1802,005930,삼성전자,2026-02-20T12:13:00,,,,189300,12218670,2026-02-23 10:18:37
1803,005930,삼성전자,2026-02-20T12:14:00,,,,189200,12229944,2026-02-23 10:18:37
1804,005930,삼성전자,2026-02-20T12:15:00,,,,189300,12252811,2026-02-23 10:18:37
1805,005930,삼성전자,2026-02-20T12:16:00,,,,189100,12372181,2026-02-23 10:18:37
1806,005930,삼성전자,2026-02-20T12:17:00,,,,189100,12416640,2026-02-23 10:18:37
1807,005930,삼성전자,2026-02-20T12:18:00,,,,189100,12461905,2026-02-23 10:18:37
1808,005930,삼성전자,2026-02-20T12:19:00,,,,189050,12485691,2026-02-23 10:18:37
1809,005930,삼성전자,2026-02-20T12:20:00,,,,189100,12520435,2026-02-23 10:18:37
1810,005930,삼성전자,2026-02-20T12:21:00,,,,189100,12544341,2026-02-23 10:18:37
1811,005930,삼성전자,2026-02-20T12:22:00,,,,189100,12565087,2026-02-23 10:18:37
1812,005930,삼성전자,2026-02-20T12:23:00,,,,188900,12936381,2026-02-23 10:18:37
1813,005930,삼성전자,2026-02-20T12:24:00,,,,188900,12976172,2026-02-23 10:18:37
1814,005930,삼성전자,2026-02-20T12:25:00,,,,188850,13016333,2026-02-23 10:18:37
1815,005930,삼성전자,2026-02-20T12:26:00,,,,188850,13046757,2026-02-23 10:18:37
1816,005930,삼성전자,2026-02-20T12:27:00,,,,188900,13073302,2026-02-23 10:18:37
1817,005930,삼성전자,2026-02-20T12:28:00,,,,188900,13091043,2026-02-23 10:18:37
1818,005930,삼성전자,2026-02-20T12:29:00,,,,188900,13113791,2026-02-23 10:18:37
1819,005930,삼성전자,2026-02-20T12:30:00,,,,188900,13136005,2026-02-23 10:18:37
1820,005930,삼성전자,2026-02-20T12:31:00,,,,188900,13166080,2026-02-23 10:18:37
1821,005930,삼성전자,2026-02-20T12:32:00,,,,189000,13197212,2026-02-23 10:18:37
1822,005930,삼성전자,2026-02-20T12:33:00,,,,189200,13254742,2026-02-23 10:18:37
1823,005930,삼성전자,2026-02-20T12:34:00,,,,189200,13281308,2026-02-23 10:18:37
1824,005930,삼성전자,2026-02-20T12:35:00,,,,189100,13319010,2026-02-23 10:18:37
1825,005930,삼성전자,2026-02-20T12:36:00,,,,189100,13346671,2026-02-23 10:18:37
1826,005930,삼성전자,2026-02-20T12:37:00,,,,189200,13402831,2026-02-23 10:18:37
1827,005930,삼성전자,2026-02-20T12:38:00,,,,189300,13420034,2026-02-23 10:18:37
1828,005930,삼성전자,2026-02-20T12:39:00,,,,189100,13461773,2026-02-23 10:18:37
1829,005930,삼성전자,2026-02-20T12:40:00,,,,189000,13532998,2026-02-23 10:18:37
1830,005930,삼성전자,2026-02-20T12:41:00,,,,189100,13591788,2026-02-23 10:18:37
1831,005930,삼성전자,2026-02-20T12:42:00,,,,189000,13621687,2026-02-23 10:18:37
1832,005930,삼성전자,2026-02-20T12:43:00,,,,189100,13642679,2026-02-23 10:18:37
1833,005930,삼성전자,2026-02-20T12:44:00,,,,189050,13687579,2026-02-23 10:18:37
1834,005930,삼성전자,2026-02-20T12:45:00,,,,189000,13718002,2026-02-23 10:18:37
1835,005930,삼성전자,2026-02-20T12:46:00,,,,189100,13757229,2026-02-23 10:18:37
1836,005930,삼성전자,2026-02-20T12:47:00,,,,189100,13802740,2026-02-23 10:18:37
1837,005930,삼성전자,2026-02-20T12:48:00,,,,189200,13861645,2026-02-23 10:18:37
1838,005930,삼성전자,2026-02-20T12:49:00,,,,189100,13902169,2026-02-23 10:18:37
1839,005930,삼성전자,2026-02-20T12:50:00,,,,189100,13922488,2026-02-23 10:18:37
1840,005930,삼성전자,2026-02-20T12:51:00,,,,189200,13984042,2026-02-23 10:18:37
1841,005930,삼성전자,2026-02-20T12:52:00,,,,189200,14038981,2026-02-23 10:18:37
1842,005930,삼성전자,2026-02-20T12:53:00,,,,189200,14087313,2026-02-23 10:18:37
1843,005930,삼성전자,2026-02-20T12:54:00,,,,189200,14121142,2026-02-23 10:18:37
1844,005930,삼성전자,2026-02-20T12:55:00,,,,189150,14150146,2026-02-23 10:18:37
1845,005930,삼성전자,2026-02-20T12:56:00,,,,189150,14297624,2026-02-23 10:18:37
1846,005930,삼성전자,2026-02-20T12:57:00,,,,189200,14310937,2026-02-23 10:18:37
1847,005930,삼성전자,2026-02-20T12:58:00,,,,189200,14377300,2026-02-23 10:18:37
1848,005930,삼성전자,2026-02-20T12:59:00,,,,189400,14484601,2026-02-23 10:18:37
1849,005930,삼성전자,2026-02-20T13:00:00,,,,189500,14516296,2026-02-23 10:18:37
1850,005930,삼성전자,2026-02-20T13:01:00,,,,189300,14567987,2026-02-23 10:18:37
1851,005930,삼성전자,2026-02-20T13:02:00,,,,189400,14620162,2026-02-23 10:18:37
1852,005930,삼성전자,2026-02-20T13:03:00,,,,189400,14649287,2026-02-23 10:18:37
1853,005930,삼성전자,2026-02-20T13:04:00,,,,189450,14698765,2026-02-23 10:18:37
1854,005930,삼성전자,2026-02-20T13:05:00,,,,189400,14736188,2026-02-23 10:18:37
1855,005930,삼성전자,2026-02-20T13:06:00,,,,189400,14789584,2026-02-23 10:18:37
1856,005930,삼성전자,2026-02-20T13:07:00,,,,189550,14851352,2026-02-23 10:18:37
1857,005930,삼성전자,2026-02-20T13:08:00,,,,189500,14886794,2026-02-23 10:18:37
1858,005930,삼성전자,2026-02-20T13:09:00,,,,189700,14974015,2026-02-23 10:18:37
1859,005930,삼성전자,2026-02-20T13:10:00,,,,189800,15046378,2026-02-23 10:18:37
1860,005930,삼성전자,2026-02-20T13:11:00,,,,189700,15074476,2026-02-23 10:18:37
1861,005930,삼성전자,2026-02-20T13:12:00,,,,189900,15226605,2026-02-23 10:18:37
1862,005930,삼성전자,2026-02-20T13:13:00,,,,190000,15267174,2026-02-23 10:18:37
1863,005930,삼성전자,2026-02-20T13:14:00,,,,190000,15414295,2026-02-23 10:18:37
1864,005930,삼성전자,2026-02-20T13:15:00,,,,190000,15606789,2026-02-23 10:18:37
1865,005930,삼성전자,2026-02-20T13:16:00,,,,190100,15631291,2026-02-23 10:18:37
1866,005930,삼성전자,2026-02-20T13:17:00,,,,190100,15651175,2026-02-23 10:18:37
1867,005930,삼성전자,2026-02-20T13:18:00,,,,190100,15676734,2026-02-23 10:18:37
1868,005930,삼성전자,2026-02-20T13:19:00,,,,190100,15697433,2026-02-23 10:18:37
1869,005930,삼성전자,2026-02-20T13:20:00,,,,190100,15756566,2026-02-23 10:18:37
1870,005930,삼성전자,2026-02-20T13:21:00,,,,190000,15826714,2026-02-23 10:18:37
1871,005930,삼성전자,2026-02-20T13:22:00,,,,189800,15909571,2026-02-23 10:18:37
1872,005930,삼성전자,2026-02-20T13:23:00,,,,189800,15963074,2026-02-23 10:18:37
1873,005930,삼성전자,2026-02-20T13:24:00,,,,189600,15997278,2026-02-23 10:18:37
1874,005930,삼성전자,2026-02-20T13:25:00,,,,189700,16036854,2026-02-23 10:18:37
1875,005930,삼성전자,2026-02-20T13:26:00,,,,189800,16077462,2026-02-23 10:18:37
1876,005930,삼성전자,2026-02-20T13:27:00,,,,189700,16099064,2026-02-23 10:18:37
1877,005930,삼성전자,2026-02-20T13:28:00,,,,189700,16120917,2026-02-23 10:18:37
1878,005930,삼성전자,2026-02-20T13:29:00,,,,189700,16139495,2026-02-23 10:18:37
1879,005930,삼성전자,2026-02-20T13:30:00,,,,189600,16169830,2026-02-23 10:18:37
1880,005930,삼성전자,2026-02-20T13:31:00,,,,189700,16179866,2026-02-23 10:18:37
1881,005930,삼성전자,2026-02-20T13:32:00,,,,189700,16243515,2026-02-23 10:18:37
1882,005930,삼성전자,2026-02-20T13:33:00,,,,189550,16282050,2026-02-23 10:18:37
1883,005930,삼성전자,2026-02-20T13:34:00,,,,189600,16306249,2026-02-23 10:18:37
1884,005930,삼성전자,2026-02-20T13:35:00,,,,189500,16368134,2026-02-23 10:18:37
1885,005930,삼성전자,2026-02-20T13:36:00,,,,189400,16407652,2026-02-23 10:18:37
1886,005930,삼성전자,2026-02-20T13:37:00,,,,189400,16462652,2026-02-23 10:18:37
1887,005930,삼성전자,2026-02-20T13:38:00,,,,189500,16506327,2026-02-23 10:18:37
1888,005930,삼성전자,2026-02-20T13:39:00,,,,189400,16560016,2026-02-23 10:18:37
1889,005930,삼성전자,2026-02-20T13:40:00,,,,189400,16626860,2026-02-23 10:18:37
1890,005930,삼성전자,2026-02-20T13:41:00,,,,189300,16687487,2026-02-23 10:18:37
1891,005930,삼성전자,2026-02-20T13:42:00,,,,189300,16707945,2026-02-23 10:18:37
1892,005930,삼성전자,2026-02-20T13:43:00,,,,189200,16799229,2026-02-23 10:18:37
1893,005930,삼성전자,2026-02-20T13:44:00,,,,189200,16847532,2026-02-23 10:18:37
1894,005930,삼성전자,2026-02-20T13:45:00,,,,189200,16878454,2026-02-23 10:18:37
1895,005930,삼성전자,2026-02-20T13:46:00,,,,189300,16905267,2026-02-23 10:18:37
1896,005930,삼성전자,2026-02-20T13:47:00,,,,189300,16952322,2026-02-23 10:18:37
1897,005930,삼성전자,2026-02-20T13:48:00,,,,189500,17029501,2026-02-23 10:18:37
1898,005930,삼성전자,2026-02-20T13:49:00,,,,189500,17081018,2026-02-23 10:18:37
1899,005930,삼성전자,2026-02-20T13:50:00,,,,189500,17123135,2026-02-23 10:18:37
1900,005930,삼성전자,2026-02-20T13:51:00,,,,189500,17156714,2026-02-23 10:18:37
1901,005930,삼성전자,2026-02-20T13:52:00,,,,189500,17198747,2026-02-23 10:18:37
1902,005930,삼성전자,2026-02-20T13:53:00,,,,189600,17242563,2026-02-23 10:18:37
1903,005930,삼성전자,2026-02-20T13:54:00,,,,189600,17263607,2026-02-23 10:18:37
1904,005930,삼성전자,2026-02-20T13:55:00,,,,189600,17286929,2026-02-23 10:18:37
1905,005930,삼성전자,2026-02-20T13:56:00,,,,189600,17352185,2026-02-23 10:18:37
1906,005930,삼성전자,2026-02-20T13:57:00,,,,189600,17409462,2026-02-23 10:18:37
1907,005930,삼성전자,2026-02-20T13:58:00,,,,189500,17424949,2026-02-23 10:18:37
1908,005930,삼성전자,2026-02-20T13:59:00,,,,189500,17482770,2026-02-23 10:18:37
1909,005930,삼성전자,2026-02-20T14:00:00,,,,189500,17522074,2026-02-23 10:18:37
1910,005930,삼성전자,2026-02-20T14:01:00,,,,189600,17552746,2026-02-23 10:18:37
1911,005930,삼성전자,2026-02-20T14:02:00,,,,189500,17599634,2026-02-23 10:18:37
1912,005930,삼성전자,2026-02-20T14:03:00,,,,189400,17673717,2026-02-23 10:18:37
1913,005930,삼성전자,2026-02-20T14:04:00,,,,189500,17707917,2026-02-23 10:18:37
1914,005930,삼성전자,2026-02-20T14:05:00,,,,189600,17798558,2026-02-23 10:18:37
1915,005930,삼성전자,2026-02-20T14:06:00,,,,189700,17855056,2026-02-23 10:18:37
1916,005930,삼성전자,2026-02-20T14:07:00,,,,189600,17890893,2026-02-23 10:18:37
1917,005930,삼성전자,2026-02-20T14:08:00,,,,189400,17920585,2026-02-23 10:18:37
1918,005930,삼성전자,2026-02-20T14:09:00,,,,189500,17958249,2026-02-23 10:18:37
1919,005930,삼성전자,2026-02-20T14:10:00,,,,189500,17971435,2026-02-23 10:18:37
1920,005930,삼성전자,2026-02-20T14:11:00,,,,189400,18013990,2026-02-23 10:18:37
1921,005930,삼성전자,2026-02-20T14:12:00,,,,189500,18040045,2026-02-23 10:18:37
1922,005930,삼성전자,2026-02-20T14:13:00,,,,189500,18059789,2026-02-23 10:18:37
1923,005930,삼성전자,2026-02-20T14:14:00,,,,189500,18088595,2026-02-23 10:18:37
1924,005930,삼성전자,2026-02-20T14:15:00,,,,189450,18110771,2026-02-23 10:18:37
1925,005930,삼성전자,2026-02-20T14:16:00,,,,189600,18245871,2026-02-23 10:18:37
1926,005930,삼성전자,2026-02-20T14:17:00,,,,189600,18258553,2026-02-23 10:18:37
1927,005930,삼성전자,2026-02-20T14:18:00,,,,189600,18279792,2026-02-23 10:18:37
1928,005930,삼성전자,2026-02-20T14:19:00,,,,189700,18334004,2026-02-23 10:18:37
1929,005930,삼성전자,2026-02-20T14:20:00,,,,189700,18357404,2026-02-23 10:18:37
1930,005930,삼성전자,2026-02-20T14:21:00,,,,189700,18381472,2026-02-23 10:18:37
1931,005930,삼성전자,2026-02-20T14:22:00,,,,189900,18463551,2026-02-23 10:18:37
1932,005930,삼성전자,2026-02-20T14:23:00,,,,189900,18487525,2026-02-23 10:18:37
1933,005930,삼성전자,2026-02-20T14:24:00,,,,189800,18510638,2026-02-23 10:18:37
1934,005930,삼성전자,2026-02-20T14:25:00,,,,189900,18535008,2026-02-23 10:18:37
1935,005930,삼성전자,2026-02-20T14:26:00,,,,189800,18556234,2026-02-23 10:18:37
1936,005930,삼성전자,2026-02-20T14:27:00,,,,189900,18577903,2026-02-23 10:18:37
1937,005930,삼성전자,2026-02-20T14:28:00,,,,189900,18610757,2026-02-23 10:18:37
1938,005930,삼성전자,2026-02-20T14:29:00,,,,189800,18644727,2026-02-23 10:18:37
1939,005930,삼성전자,2026-02-20T14:30:00,,,,190000,18745405,2026-02-23 10:18:37
1940,005930,삼성전자,2026-02-20T14:31:00,,,,190000,18806781,2026-02-23 10:18:37
1941,005930,삼성전자,2026-02-20T14:32:00,,,,189900,18829490,2026-02-23 10:18:37
1942,005930,삼성전자,2026-02-20T14:33:00,,,,190000,18864979,2026-02-23 10:18:37
1943,005930,삼성전자,2026-02-20T14:34:00,,,,190000,18933165,2026-02-23 10:18:37
1944,005930,삼성전자,2026-02-20T14:35:00,,,,190000,19041671,2026-02-23 10:18:37
1945,005930,삼성전자,2026-02-20T14:36:00,,,,190100,19062302,2026-02-23 10:18:37
1946,005930,삼성전자,2026-02-20T14:37:00,,,,190100,19095830,2026-02-23 10:18:37
1947,005930,삼성전자,2026-02-20T14:38:00,,,,190000,19122361,2026-02-23 10:18:37
1948,005930,삼성전자,2026-02-20T14:39:00,,,,189900,19245669,2026-02-23 10:18:37
1949,005930,삼성전자,2026-02-20T14:40:00,,,,189700,19294503,2026-02-23 10:18:37
1950,005930,삼성전자,2026-02-20T14:41:00,,,,189800,19370321,2026-02-23 10:18:37
1951,005930,삼성전자,2026-02-20T14:42:00,,,,189800,19393247,2026-02-23 10:18:37
1952,005930,삼성전자,2026-02-20T14:43:00,,,,189800,19437865,2026-02-23 10:18:37
1953,005930,삼성전자,2026-02-20T14:44:00,,,,189900,19509631,2026-02-23 10:18:37
1954,005930,삼성전자,2026-02-20T14:45:00,,,,190000,19538697,2026-02-23 10:18:37
1955,005930,삼성전자,2026-02-20T14:46:00,,,,190000,19572676,2026-02-23 10:18:37
1956,005930,삼성전자,2026-02-20T14:47:00,,,,190100,19606752,2026-02-23 10:18:37
1957,005930,삼성전자,2026-02-20T14:48:00,,,,189900,19691457,2026-02-23 10:18:37
1958,005930,삼성전자,2026-02-20T14:49:00,,,,189900,19720127,2026-02-23 10:18:37
1959,005930,삼성전자,2026-02-20T14:50:00,,,,190000,19756528,2026-02-23 10:18:37
1960,005930,삼성전자,2026-02-20T14:51:00,,,,189900,19791058,2026-02-23 10:18:37
1961,005930,삼성전자,2026-02-20T14:52:00,,,,189900,19825667,2026-02-23 10:18:37
1962,005930,삼성전자,2026-02-20T14:53:00,,,,190000,19865675,2026-02-23 10:18:37
1963,005930,삼성전자,2026-02-20T14:54:00,,,,190000,19953638,2026-02-23 10:18:37
1964,005930,삼성전자,2026-02-20T14:55:00,,,,189900,19994114,2026-02-23 10:18:37
1965,005930,삼성전자,2026-02-20T14:56:00,,,,189900,20019799,2026-02-23 10:18:37
1966,005930,삼성전자,2026-02-20T14:57:00,,,,189800,20107682,2026-02-23 10:18:37
1967,005930,삼성전자,2026-02-20T14:58:00,,,,190000,20159748,2026-02-23 10:18:37
1968,005930,삼성전자,2026-02-20T14:59:00,,,,190000,20216294,2026-02-23 10:18:37
1969,005930,삼성전자,2026-02-20T15:00:00,,,,190000,20258185,2026-02-23 10:18:37
1970,005930,삼성전자,2026-02-20T15:01:00,,,,189900,20350221,2026-02-23 10:18:37
1971,005930,삼성전자,2026-02-20T15:02:00,,,,189900,20369561,2026-02-23 10:18:37
1972,005930,삼성전자,2026-02-20T15:03:00,,,,189900,20404277,2026-02-23 10:18:37
1973,005930,삼성전자,2026-02-20T15:04:00,,,,189900,20428678,2026-02-23 10:18:37
1974,005930,삼성전자,2026-02-20T15:05:00,,,,189900,20454526,2026-02-23 10:18:37
1975,005930,삼성전자,2026-02-20T15:06:00,,,,189900,20481628,2026-02-23 10:18:37
1976,005930,삼성전자,2026-02-20T15:07:00,,,,189900,20531844,2026-02-23 10:18:37
1977,005930,삼성전자,2026-02-20T15:08:00,,,,189800,20564862,2026-02-23 10:18:37
1978,005930,삼성전자,2026-02-20T15:09:00,,,,189900,20630493,2026-02-23 10:18:37
1979,005930,삼성전자,2026-02-20T15:10:00,,,,190000,20667499,2026-02-23 10:18:37
1980,005930,삼성전자,2026-02-20T15:11:00,,,,190000,20710493,2026-02-23 10:18:37
1981,005930,삼성전자,2026-02-20T15:12:00,,,,190000,20754874,2026-02-23 10:18:37
1982,005930,삼성전자,2026-02-20T15:13:00,,,,190000,20804868,2026-02-23 10:18:37
1983,005930,삼성전자,2026-02-20T15:14:00,,,,189900,20859130,2026-02-23 10:18:37
1984,005930,삼성전자,2026-02-20T15:15:00,,,,189900,20906806,2026-02-23 10:18:37
1985,005930,삼성전자,2026-02-20T15:16:00,,,,189900,20985920,2026-02-23 10:18:37
1986,005930,삼성전자,2026-02-20T15:17:00,,,,189900,21101346,2026-02-23 10:18:37
1987,005930,삼성전자,2026-02-20T15:18:00,,,,189900,21176054,2026-02-23 10:18:37
1988,005930,삼성전자,2026-02-20T15:19:00,,,,189900,21266453,2026-02-23 10:18:37
1989,005930,삼성전자,2026-02-20T15:30:00,,,,190100,23226324,2026-02-23 10:18:37
1990,005930,삼성전자,2026-02-20T15:40:00,,,,190100,23231194,2026-02-23 10:18:37
1991,005930,삼성전자,2026-02-20T15:41:00,,,,190100,23231201,2026-02-23 10:18:37
1992,005930,삼성전자,2026-02-20T15:42:00,,,,190100,23231962,2026-02-23 10:18:37
1993,005930,삼성전자,2026-02-20T15:43:00,,,,190100,23231993,2026-02-23 10:18:37
1994,005930,삼성전자,2026-02-20T15:44:00,,,,190100,23232005,2026-02-23 10:18:37
1995,005930,삼성전자,2026-02-20T15:45:00,,,,190100,23232025,2026-02-23 10:18:37
1996,005930,삼성전자,2026-02-20T15:46:00,,,,190100,23232035,2026-02-23 10:18:37
1997,005930,삼성전자,2026-02-20T15:47:00,,,,190100,23232181,2026-02-23 10:18:37
1998,005930,삼성전자,2026-02-20T15:48:00,,,,190100,23232191,2026-02-23 10:18:37
1999,005930,삼성전자,2026-02-20T15:49:00,,,,190100,23232206,2026-02-23 10:18:37
2000,005930,삼성전자,2026-02-20T15:50:00,,,,190100,23232208,2026-02-23 10:18:37
2001,005930,삼성전자,2026-02-20T15:51:00,,,,190100,23232255,2026-02-23 10:18:37
2002,005930,삼성전자,2026-02-20T15:52:00,,,,190100,23232285,2026-02-23 10:18:37
2003,005930,삼성전자,2026-02-20T15:53:00,,,,190100,23232308,2026-02-23 10:18:37
2004,005930,삼성전자,2026-02-20T15:54:00,,,,190100,23232341,2026-02-23 10:18:37
2005,005930,삼성전자,2026-02-20T15:55:00,,,,190100,23232357,2026-02-23 10:18:37
2006,005930,삼성전자,2026-02-20T15:57:00,,,,190100,23232360,2026-02-23 10:18:37
2007,005930,삼성전자,2026-02-23T08:30:00,,,,190100,152,2026-02-23 10:18:37
2008,005930,삼성전자,2026-02-23T08:31:00,,,,190100,200,2026-02-23 10:18:37
2009,005930,삼성전자,2026-02-23T08:34:00,,,,190100,267,2026-02-23 10:18:37
2010,005930,삼성전자,2026-02-23T08:36:00,,,,190100,272,2026-02-23 10:18:37
2011,005930,삼성전자,2026-02-23T08:39:00,,,,190100,292,2026-02-23 10:18:37
2012,005930,삼성전자,2026-02-23T09:00:00,,,,196500,1474501,2026-02-23 10:18:37
2013,005930,삼성전자,2026-02-23T09:01:00,,,,197200,1733124,2026-02-23 10:18:37
2014,005930,삼성전자,2026-02-23T09:02:00,,,,196900,2117645,2026-02-23 10:18:37
2015,005930,삼성전자,2026-02-23T09:03:00,,,,195900,2358265,2026-02-23 10:18:37
2016,005930,삼성전자,2026-02-23T09:04:00,,,,195500,2478031,2026-02-23 10:18:37
2017,005930,삼성전자,2026-02-23T09:05:00,,,,195800,2652656,2026-02-23 10:18:37
2018,005930,삼성전자,2026-02-23T09:06:00,,,,196400,2797215,2026-02-23 10:18:37
2019,005930,삼성전자,2026-02-23T09:07:00,,,,195900,2908445,2026-02-23 10:18:37
2020,005930,삼성전자,2026-02-23T09:08:00,,,,195500,3030231,2026-02-23 10:18:37
2021,005930,삼성전자,2026-02-23T09:09:00,,,,195800,3155430,2026-02-23 10:18:37
2022,005930,삼성전자,2026-02-23T09:10:00,,,,195800,3245526,2026-02-23 10:18:37
2023,005930,삼성전자,2026-02-23T09:11:00,,,,196000,3348116,2026-02-23 10:18:37
2024,005930,삼성전자,2026-02-23T09:12:00,,,,196100,3420965,2026-02-23 10:18:37
2025,005930,삼성전자,2026-02-23T09:13:00,,,,196700,3538080,2026-02-23 10:18:37
2026,005930,삼성전자,2026-02-23T09:14:00,,,,196500,3737740,2026-02-23 10:18:37
2027,005930,삼성전자,2026-02-23T09:15:00,,,,196100,3847606,2026-02-23 10:18:37
2028,005930,삼성전자,2026-02-23T09:16:00,,,,196200,3942135,2026-02-23 10:18:37
2029,005930,삼성전자,2026-02-23T09:17:00,,,,196200,4088873,2026-02-23 10:18:37
2030,005930,삼성전자,2026-02-23T09:18:00,,,,196100,4142355,2026-02-23 10:18:37
2031,005930,삼성전자,2026-02-23T09:19:00,,,,195800,4236507,2026-02-23 10:18:37
2032,005930,삼성전자,2026-02-23T09:20:00,,,,195500,4315213,2026-02-23 10:18:37
2033,005930,삼성전자,2026-02-23T09:21:00,,,,195500,4441200,2026-02-23 10:18:37
2034,005930,삼성전자,2026-02-23T09:22:00,,,,195400,4520786,2026-02-23 10:18:37
2035,005930,삼성전자,2026-02-23T09:23:00,,,,195400,4628488,2026-02-23 10:18:37
